Show,Character,Dialogue,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Physical,health,illness,wellness,mental,substances,sexual,food,death,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Death in Paradise,Joseph Jackson,"Don’t worry- I’ve got this covered.
I didn’t realise there was a dress code.
Yeah. Probably by some six year old boy in a sweatshop somewhere.
Maybe it's better we wait up at the house.
Well, I saw him after the boat delivered supplies for lunch-
Which doesn’t make it morally right. Ask the hundreds of people made homeless by Dad’s little ‘loopholes’.
No - I was running...had my headphones on. Normally I have a work-out on the beach when I stay here.
But the weather looked like it was turning, so decided just to head to the gym instead.
Um- no- Rosie saw me.
Yes.
It was just practice- I mean- I have a pistol, yes- but it’s for personal protection. I’ve got the papers for it.
In a lock box in my room. It’s quite safe.
I keep the key on me at all times.
All times.
But if dad was killed by a shotgun-
Yeah. Not a fan of guns, but I’ve been working for an aid organisation around the world.
Sadly some of the places which need the most help are also the most dangerous.
...Yeah. They- they understand.
That’s kind of the point. You’ll have heard the stories. People being turfed out of their homes and so on.
Oh yeah. He knew how I felt.
Only a few days. I haven’t been here for a long time.
Had some pretty big issues with how dad had made his millions. Seemed better to stay away than have endless arguments about it.
But after mum died... felt it might be time to build those bridges again, y’know?
Trust me, you won’t find a better lock.
Well... yes... but Rosie saw me in the gym. And violence is never an answer to anything... I’m a pacifist.
...Maybe... maybe whoever else used it was wearing gloves or...
It was just- just your classic father-son disagreement- nothing special-
...It was a big deal. The environmental damage alone would have been catastrophic...
Sure... I got angry. I wasn’t going to hold back. But he told me not to worry. He had decided not to go ahead with it.
Yeah. Said he’d been thinking a lot since mum died. That he needed to make changes to his life. Big changes. That would affect us all.
I don’t know. He just told me that he knew I would be alright. And that he was... he was proud of me.
I told you. It's a dangerous job-
...It's not relevant.
Look- I had my own problems- got in a little deep and upset the wrong people.
I got arrested in Darfur at a checkpoint. Drug possession. It was a tiny amount... But that didn’t seem to count for much. Plea bargained my way out of jail- by giving up the names of the dealers. They weren’t happy. At all. I wasn’t lying when I said the pistol was for protection.
I know how it looks but... I’ve seen enough people arrested from crimes they didn’t commit... enough injustice...
I just know when you get the chance... you run if you have to.
You set me up.",1,522,23.58,12.01,83.85,5.8,6.96,11.49,84.29,80.65,61.3,18.2,12.84,7.28,0.38,1.72,2.3,0.96,5.36,14.37,7.66,0.57,11.88,11.49,7.28,4.98,3.64,23.75,7.09,5.56,5.56,1.92,3.64,1.53,0.38,1.15,0.38,0.38,0.38,0,1.72,0.77,0,0.38,0,0,0,0.19,0.57,32.76,22.41,1.15,0.19,0,5.17,3.83,0
Death in Paradise,Rosie,"No. I think she would’ve just been happy to have everyone together again.
Ma’am...?
Mr. Jackson...?
Yes. I - I heard it. I was preparing lunch.
I was preparing the vegetables for lunch. Still had another thirty minutes before everything had to be ready so this would have been around 11:40.
I thought it was just Mr. Jackson shooting the birds again.
Uh- yes- I did see him in the gym-
Maybe around half past eleven...
...all the way through to eleven fifty, twelve...
Well - I was busy going in and out the kitchen but I’m fairly sure I’d have noticed if he’d gone anywhere else.
Thought you might want something to keep you going.
He’d sometimes be in here till all hours. Wasn’t scared of a little hard work, that’s for sure.
Of course.
I’m not. There’s really... nothing to say.
I brought the items you asked for. Brush. Cocoa powder.
He's very good.
No- no- imitation-
No- I swear-
...It was a gift.
From Mr. Jackson.
I'm fine, Mr. Jackson. Can't be sitting down on the job.
I know, sir.
Really- no thank you- Mr. Jackson-
...he wouldn't. Doesn't seem like him.",1,194,6.95,15.2,70.79,68.9,6.26,14.43,86.6,80.93,63.4,18.04,13.4,7.73,0,2.06,3.61,0,4.64,12.37,4.64,3.61,11.86,16.49,9.28,3.09,5.67,26.8,5.15,6.19,4.12,3.61,0.52,1.55,1.03,0.52,0.52,0,0,0,2.58,0.52,0,0.52,0,0,0,2.06,0,46.39,28.35,2.06,1.03,0,7.73,7.22,0
Death in Paradise,Anna Jackson,"It’s my mother. Swimming. She used to love doing laps in the pool.
It’s not a physical representation. It’s more... my memory of what it felt like to watch her.
Daddy? I’ve almost finished it.
What do you think?
Yes. I think I am.
Good idea boys. Let’s start bickering- today of all days.
Could you check where my father is. Some of us are getting hungry.
Actually we were just waiting for you. We'd like to move our father inside now.
I saw him when I was painting by the swimming pool.
I was by the pool, working on my painting. I heard the shot- assumed the same thing as Rosie. The birds.
...It’s... it’s not the only gun.
Yesterday afternoon, I was out looking for inspiration... and I heard some shots.
...I’m sorry. But it worried me. Me and Terrance were going to speak to you about it.
Here we go.
Ssh. Listen.
I forget how violent these storms can be. That primal force of nature. If I could capture just some of that in one of my paintings...
Oh yes. It's my biggest dream.
Well, I have turned my hand to a number of things, yes. When the muse calls, one tends to follow.
Being a painter isn't a real job?
Oh he’s always been very supportive of me.
I'm sure he'd try to.
What you said was right- he was very business minded. When I wanted to pursue the arts- my dreams- rather than join the family firm...
Five minutes. That’s all I ever wanted. Five minutes for him to sit and read something I’d written or look at a painting I’d done- I mean, really look- not just glance and dismiss it...
Not just glance and dismiss... me.
Look- did I have issues with my father? Yes. Yes I did. But I didn’t kill him. I have issues with everyone.
My brothers. My mother. If we keep talking I’ll probably have issues with you two.
But it's okay. I'm in therapy for it.
This is why I could never leave New York.
I thought Joseph... I thought he'd been arrested for it already...?
...I don't know...
...I'm not sure I understand.
Dad never mentioned anything about this...",1,372,4.29,11.07,84.25,39.85,5.81,12.1,83.6,80.65,63.44,25.81,18.28,12.37,1.88,1.61,2.42,0,7.53,12.1,4.03,1.34,11.02,13.98,7.53,4.3,2.69,25,3.49,4.3,4.57,2.96,1.61,1.88,1.34,0.54,0.27,0.27,0,0,1.34,0.27,0,0,0,0,0,0.27,0.27,36.83,25.27,1.61,1.34,0,6.45,2.15,0
Death in Paradise,Emily Adamson,"Right. Yeah. I can see that now-
Absolutely.
The colours are really nice.
Ah- Mr. Jackson- these are the faxes from the London office- the documents you requested.
I’m Emily Adamson. I’m Mr. Jackson’s personal assistant.
Yes. The housemaid- Rosie- she found the um...
Yes... of course...
Mr. Jackson's two sons and his daughter.
It's been a year since Mrs. Jackson passed away.
A stroke. It was very sudden. Mr. Jackson wanted everyone in the family to join him here to remember her.
Me? No. He had some work things he wanted me to go over this weekend.
Mr. Jackson liked to do things his own way. I mean, take a look at this island. No internet, no mobile reception- only one landline. He doesn’t even own a computer. Used to call this place his ‘Fortress of Solitude’.
He made sure of that- security was very important to him.
No- I saw him later in his study- he was just putting something in the safe. Then headed out for a walk- it was around 11.20 or so...
I’m not sure. Financial projections maybe.
He did seem a little preoccupied.
It’s not my place but... maybe today you shouldn’t be worrying about business.
He runs a multi-million pound business. There’s always something on his mind.
Yes. Of course.
Just his daily routine.
I was in my room... taking a shower, getting ready for lunch.
These are all of Alexander's files that were in storage.
Combination is his wedding anniversary.
No. He didn't mention it. I imagine it was routine.
No. That's them all.
Absolutely.
Honestly, that's all we've got here.
It happens a lot out here...
Thank you.
...Oh.
My father had a small boat hire business- Alexander crushed it.
The anger and stress of it killed him.
I started working for him, just after his wife died. And... he wasn’t the man I thought he was going to be. He was... I don’t know... broken, I guess..
By his wife's passing. By how he reached out to his children... and to see how they barely cared.
More like disgusted. Realised how alone he really was.
That's true. I don't think I forgive Mr. Jackson. But it was like he'd been punished enough.
The money is good. If you're loyal to him... you're paid well. Revenge doesn't pay the bills.
I guess everybody's got a price.
...I don't know. I mean, you wouldn't...
How could you - ?!",1,405,10.53,72.69,15.78,38.04,5.4,16.54,79.51,75.8,59.75,22.47,15.8,5.43,0.25,1.73,7.9,0.49,6.67,15.56,5.68,0.74,9.88,11.85,7.16,2.96,4.2,21.73,4.94,3.7,5.19,3.21,1.98,1.48,0.25,1.23,0.49,0.49,0,0,1.23,0,0,0,0,0,0,0.25,0.99,41.23,28.15,1.73,0.49,0.25,6.91,3.7,0
Elementary,Carter Polk,"I don’t know what to say. Lisa was
a good person. But if you’re here
because you think I had something
to do with it --
Actually, no, I didn’t.
(then)
I asked her about all the plastic
surgery she’d had.
She’d undergone a rhinoplasty and a
breast augmentation. I couldn’t
understand why an already beautiful
woman would change her appearance
so drastically, so I asked her
about it. She thought it was some
sort of come-on --
I helped organize a fundraiser for
the hospital two years ago, back
before the surgeries. I know I
still have the pictures...
There. That’s a picture I took of
Lisa and Dr. Mantlo that night.
Tell me you wouldn’t want to ask
why she did it.
I asked my neighbor out. Twice,
she said no. The third time, she
called the police. Total
overreaction on her part. She
apologized and dropped the charges.
I was home. Sleeping. Alone. No,
that’s not much of an alibi, but
I’m not worried. Know why?
Because I didn’t do it.",1,172,3.05,6.98,45.11,36.9,7.82,17.44,84.3,80.81,66.28,23.26,17.44,9.3,0,1.74,6.4,0,5.81,18.02,8.14,1.74,7.56,12.21,8.72,6.98,5.81,23.84,3.49,5.23,2.33,1.74,0.58,1.16,0.58,0.58,0.58,0,0,0,2.91,1.74,1.74,0,0,0,0,0,0,29.65,13.95,4.65,0.58,0,6.4,4.07,0
Elementary,Teresa Renfro,"I’m sorry. I can see why you might
think it was the same guy... I just
don’t think I can help you.
No. I came in through my front
door and he was just... there.
I don’t think so...I don’t think so...
I don’t know. I mean... he was on
top of me so quickly. His hands
were around my throat...
What about it?
Ski --
I think I’d like you to leave now.
Get out.",1,76,1,1.34,99,80.5,5.43,2.63,94.74,89.47,72.37,30.26,26.32,18.42,0,3.95,3.95,0,3.95,6.58,1.32,0,11.84,17.11,14.47,5.26,6.58,32.89,3.95,0,3.95,3.95,0,2.63,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,46.05,34.21,0,1.32,0,7.89,2.63,0
Elementary,Peter Saldua,"...her name is Lisa. When I see
her, I get these feelings and I...
Please, Dr. Mantlo. You need to
help me. You need to tell me how
to stop myself from hurting her.",1,34,5.02,73.71,26.78,20.23,6.8,5.88,79.41,73.53,58.82,35.29,32.35,17.65,0,5.88,8.82,0,2.94,11.76,0,0,11.76,2.94,5.88,5.88,0,17.65,0,0,5.88,2.94,2.94,2.94,0,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,38.24,32.35,5.88,0,0,0,0,0
Castle,Gina Cowell,"Murder...
Mystery...
The macabre.
What is it about a dark and stormy night that sets our pulses racing? What is it about a hard-boiled detective, a femme fatale, and the cold steel of a gun that keeps our bedside lamps glowing until the wee hours of the morning?
However the spell is cast, tonight we honor one of the masters of the form and celebrate the launch of “Storm’s End,” the stunning conclusion to his best-selling Derrick Storm mystery series.
Ladies and gentlemen, the Master of the Macabre... Nick Castle.
Pig.
What kind of idiot kills off a best-selling main character?
Is that what you're doing? Punishing me by killing the golden goose?
Then for godsakes why?
You don't kill a billion dollar franchise because you're bored.
God forbid you work. You could've retired him, crippled him, had him join a frickin' circus! But no. You put a bullet through his head.
Oh I don't know. The fact the new book was due nine weeks ago?
I’m not hearing genius, Nick. I’m hearing blockage. I’m hearing you haven’t written in months.
My sources are very reliable.
They better be, because Storm or no Storm, you’re still under contract. And if I don’t have a manuscript on my desk in the next three weeks, Black Pawn is prepared to demand the return of your advance.
Try me, Cortez. Just try me.
He gets about a thousand letters a week.
Nick? He only wants the ones with naked pictures. We send a form letter to the rest.
You've met the man. He positively inspires death threats.
Why aren't you writing?
Because you answered the phone. Now when am I going to see some pages?
Really, Nick? Fake reception loss?",1,287,48.44,73.92,15.57,12.87,7.36,18.47,72.47,66.55,53.31,15.68,12.54,3.83,1.39,4.18,2.79,0.35,3.14,17.42,11.15,1.74,9.06,8.71,4.88,5.23,2.79,14.98,4.53,4.53,8.71,3.48,4.18,1.39,0.7,0.35,0,0,0,0.7,2.79,0,0,0,0,0,0,0,2.09,27.18,11.15,4.53,4.18,0.35,5.23,1.74,0
Castle,Blonde,Are you really Nick Castle?,1,5,1,99,,,5,0,60,60,60,20,20,0,0,20,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
Castle,Uniform,"Apartment 217.
This'll take hours.
No, ma'am.
Maintenance found her about forty minutes ago.
Kendra Philips. She lives in the building.",1,21,70.33,88.15,84.92,,3.5,23.81,61.9,57.14,33.33,9.52,9.52,0,0,0,9.52,0,0,14.29,4.76,4.76,9.52,0,9.52,0,4.76,14.29,0,9.52,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,42.86,28.57,4.76,0,0,9.52,0,0
Castle,Tony Esposito,"Beckett. Figured they'd send you down.
Cuz. You like the freaky ones.
Allison Tisdale. 24. Grad student in Social Work at NYU.
Her father's money. Upper east side. Real estate.
No forced entry. No sign of theft. No sign of struggle. She must've known the guy.
What are you thinking?
Unless you're a genuine psycho.
Familiar, how?
DNA and prints are negative, just like Fisk. Guy was careful.
Other than your boy there, no.
Maybe he likes you.
You know in ""Dead Man's Chest,"" when those fishermen find that body stuffed in a crabpot?
How do you come up with that stuff?
Highest cleared case percentage. Youngest woman to make detective. I guess that’s what happens when your mother’s murdered. You end up working the job the way alcoholics work the bottle.
Assuming there's one in the system.
Man’s got the Mayor on speed dial. The rich really are different.
Oh no. A control freak like you with something you can’t control? That’s more fun than Shark Week.
You mind showing us her apartment?
I just got off with Social Services. Guess who his caseworker was?
Part of the volunteer work for her degree. She placed him in his job at the diner. Turns out Kyle didn’t look too far for his victims. According to the owner, Martin Fisk and Kendra Phillips were both customers.
We got the guy, Chief. What more do you want?
Oh, I don’t know. He had the murder weapon and the victim’s belongings at his house? C’mon. This one’s airtight.",1,256,48.1,99,25.27,20.23,5.57,16.41,70.31,65.63,50.39,17.19,12.89,1.17,0.78,5.47,4.69,0.39,4.3,16.41,6.64,0.78,11.33,7.03,4.3,3.52,3.13,13.67,7.42,2.73,3.91,1.95,1.95,0.39,0.39,0,0,0,0,0,2.73,0.39,0,0,0.39,0,0,0.39,1.17,27.73,14.45,2.73,3.52,0,6.25,0.78,0
Castle,Brian McNulty,"Neighbors called to complain about the music. When she didn't answer, they had the super pop the door.
Top of line. It was off.
We've got uniforms tossing dumpsters.
They just found another one.",1,34,29.85,85.94,67.28,20.23,5.67,17.65,73.53,70.59,55.88,17.65,11.76,0,2.94,0,2.94,5.88,5.88,14.71,8.82,2.94,11.76,11.76,8.82,2.94,2.94,20.59,5.88,5.88,5.88,2.94,2.94,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,17.65,2.94,0,0,5.88,0,0
Castle,Lanie Parish,"Roses and sunflowers. Who says romance is dead?
A little lipstick wouldn't hurt.
I'm just saying.
Two to the chest. Low caliber. But here's the hinky part...
Fibers in the wound indicate she was dressed when she was shot.
Must've been a first date because that's as far as it went.
Clean. She didn't struggle.
You okay?
I think that's something we'd all pretty much remember. Why?
Nick Castle, the author?
Lanie Parish. Medical Examiner. I love your books.
Y’know, you have a real gift with the details of death.
Not until the full exam. But I don’t think she was stabbed.
Oh, you’re good.",1,105,8.96,72.87,19.26,49.34,4.77,14.29,80.95,71.43,56.19,18.1,14.29,3.81,0.95,4.76,3.81,0,3.81,15.24,8.57,1.9,6.67,15.24,4.76,7.62,3.81,20.95,10.48,7.62,5.71,3.81,1.9,2.86,1.9,0.95,0,0,0,0,6.67,1.9,0.95,0,0,0,0,0,1.9,36.19,19.05,2.86,3.81,0,10.48,0,0
Castle,Martha Heath,"Come on, dollface. Lemme give you a touch up.
A word of advice, kiddo. When it comes to real life, gals need makeup a helluva lot more than we need physics.
Then not even makeup can save you. Look, it's a party. Let's at least gloss those lips.
He killed off his main character. Doesn’t take Freud to see he’s. working through the five stages of grief. Anger, denial, booze, blondes, and rehab. Good news is he’s up to blondes.
That's debatable. ""Hot lead poured from the cold steel."" Let's face it, Shakespeare it ain't.
Way too serious. Who does homework at a party?
So do I. Liver function. You don't see me studying. Speaking of which -
Hey, sweetchecks. You hiding any gin back there?
Holy moley. No wonder the terrorists are winning. Alright. Gimme a hit of the bubbley.
Sales must be slipping, kid. They're only serving the soft stuff.
Shh. Not so loud. I’m still hoping to get lucky.
I told her nothing of the sort.
I may have said you spend your days moping around the house in your underwear waiting for post time at Belmont, but hey, you’re an artist. It’s expected, right?
What's there to talk about? You haven't done any since I moved in.
Well, he hasn't.
Oh, what’s the harm? If you ask me, she’s still in love with you.
Right. So what’s the big deal?
Hang on. I just got a hit on my Grey-dar.
Bingo. No ring.
Later kid. Momma's going fishing.
It ain't so much a question of not knowing what to do.
Hey dollface. Just showing Burt here how we did it at the Palace.
Five. Six. Seven. Eight... I always say ""come on, le's go"" Jist when I orta say nix!
Well, I wish I could say I was surprised. It’s my fault really. He never had a father figure.
It’s no use, kid. Might as well enjoy the ride.",1,322,18.75,53.04,27.99,33.22,5.37,10.56,78.57,71.74,55.9,17.7,12.42,4.66,1.24,3.42,2.48,0.31,5.28,13.35,6.52,1.55,10.87,11.49,8.07,4.04,4.35,22.05,4.66,4.35,6.83,3.73,2.8,2.17,1.24,0.62,0,0.31,0.31,0,2.17,0.31,0,0,0,0.62,0,0.31,0.31,34.78,17.08,6.21,1.86,0.31,7.45,1.86,0
Castle,Alexis Castle,"No thanks, Gram.
What if I become a physicist?
Feels more like a funeral, the way he’s been acting lately.
I've never seen him this way. He's always been able to write.
Gram, I'm being serious.
I have a test next week.
Hey Dad.
Gram!
For letting her move in? I think it's sweet.
You do know I'm only fifteen right?
Me and my soul can wait.
I think you've got enough of those for both of us.
""Can you sign my breasts?""
Yeah, um, FYI - I do.
That's new.
I saw it in previews.
His name is Burt. He does magic.
Not if your Dad’s escorted away by cops. How was the slammer? Anyone make you their bitch?
So you wanna tell me, or do I have to read it on the fan sites?
Seriously, Dad. Are you in some kind of trouble?
Already brushed.
What's the case?
Oh god. That's horrible.
How many?
Are you okay?
Murder usually is.
Maybe because he's psychotic.
She's coming into town next month. Se wants to take me shopping. That okay?
You think it was a mistake, don't you?
Killing off Derrick.
That's why you can't write, isn't it? You think you're never going to find another character that good again.
You will, Dad. I know you will. You just need something to inspire you.
Hello father.
They’ve agreed to drop the charges, if you agree to behave.
What are you doing?
You're supposed to drop the case.
What about the other victims?
Gram.
Dad, if I have to keep bailing you out, I’m gonna to seriously need you to raise my allowance.
You need to raise it by a lot.",1,279,5.52,94.32,51.16,24.82,5.37,11.11,85.3,81.36,63.08,26.52,19.35,6.81,0.36,8.6,2.87,0.72,7.17,12.9,4.3,0.36,11.83,15.77,6.09,2.87,2.51,27.6,5.38,4.66,5.73,2.87,2.51,0.72,0.72,0,0,0,0,0.36,2.15,0.36,0,0,0.36,0,0,0.36,1.08,31.9,12.54,4.66,5.73,0.36,7.53,1.08,0
Castle,Bartender,"Sorry, ma'am. Beer, wine, or champagne.",1,6,49.68,40.06,39.59,,3,16.67,83.33,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,33.33,0,100,33.33,50,0,0,16.67,0,0
Castle,Female Intern,It's all odd.,1,3,1,1,99,1,3,0,100,100,66.67,33.33,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0,0,0,33.33,33.33,33.33,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,33.33,0,0
Castle,Roy Montgomery,"Detective Beckett.
Mr. Castle has offered to assist with the investigation.
Given the circumstances, I think it's a good idea.
Detective...
I’m not asking you to babysit, Beckett. I’m asking you to use every resource we have to catch this son-of- a-bitch before we’re knee deep in bodies, press, and Feebs.
He knows his fans better than anyone. If there’s a needle in that haystack, he may be the only guy who can recognize it. Do I make myself clear?
OK, let’s get him a P.D. and send it up to the D.A.
No more interference in this case, Mr. Castle. Do we understand each other?
Beckett. My office. Now!
I just got a call from the Mayor. Apparently, you have a fan.
Nick Castle. Seems he’s found the main character for his next set of novels. A tough but saavy female detective.
Don’t be. He says he needs to do research.
Oh yes.
Beckett...
He did help solve the case. And Beckett. When the Mayor’s happy, I’m happy.
That's up to him.",1,175,33.21,90.26,18.32,73.81,6.03,11.43,74.86,72,54.86,19.43,14.86,4.57,2.29,1.71,5.71,0,4.57,15.43,8.57,0,10.29,12,3.43,4.57,1.71,22.86,6.29,1.14,3.43,3.43,0,1.71,1.71,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,34.29,19.43,5.14,1.14,0.57,6.29,1.71,0
Castle,Maintenance Man,"This time of year, no one uses it much. We were gonna drain it at the end of the week.
Yesterday afternoon.
No. Of course.",1,25,74.19,40.06,85.71,,5,8,80,76,64,20,4,0,4,0,0,0,16,28,8,0,20,8,0,0,8,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,0,0,0,0,0
Castle,Cop,Detective. You gotta see this.,1,5,3.8,99,,,2.5,20,80,80,40,40,20,0,0,20,0,0,20,20,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0
Castle,Cop #2,Detective.,1,1,,99,,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0
Castle,Kyle Fogerty,"Careful, floor’s wet.
Mr. Papidakis, they’re touching me.
They’re touching me! They’re touching me! They’re touching me!",1,17,1,73.71,97.97,99,3.4,35.29,82.35,58.82,47.06,47.06,47.06,23.53,0,0,0,23.53,0,0,0,0,0,23.53,0,0,0,23.53,11.76,0,23.53,23.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.47,17.65,11.76,0,17.65,29.41,0,0
Castle,Restaurant Owner,"I'm sorry, Kyle.",1,3,1,1,99,,3,0,66.67,66.67,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.33,33.33,0,0,33.33,0,0
Castle,Stephen King,"That’s twenty to you, Patterson.
Pay up and you'll find out.
I know that look. Story trouble.
Or retired him. The man was money.
What’s the problem?
I like it already.
That's it?
Yeah, I mean where's the twist?
That’s what your story needs - the character that thinks the kid’s innocent and keeps digging until he finds the truth.",1,59,14.51,89.96,53.8,20.23,5.36,13.56,77.97,74.58,59.32,28.81,13.56,5.08,0,5.08,3.39,0,15.25,22.03,10.17,1.69,8.47,11.86,1.69,6.78,0,25.42,1.69,1.69,3.39,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.59,13.56,3.39,5.08,0,11.86,1.69,0
Castle,James Patterson,"You're bluffing.
Should’ve never killed off Storm, Nickie. Shoulda crippled him.
This is Castle we’re talking about.
Jesus, that’s terrible. No wonder you’re blocked.",1,24,1,99,1,1,4,29.17,70.83,66.67,54.17,25,16.67,0,4.17,8.33,4.17,0,8.33,12.5,0,0,8.33,29.17,8.33,0,8.33,37.5,4.17,0,8.33,0,8.33,4.17,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,4.17,54.17,25,8.33,0,0,20.83,0,0
Castle,Sue Grafton,"Bet's to you, Castle. Castle?
A little self-aggrandizing, don’t you think?
OK. Then what happens?
Guy doesn’t leave prints at the scene, but sends a letter with prints? Right there, you lost me.",1,33,45.12,86.82,50.45,1.71,4.71,6.06,69.7,69.7,48.48,15.15,12.12,3.03,0,9.09,0,0,3.03,9.09,9.09,0,9.09,6.06,3.03,6.06,6.06,21.21,6.06,3.03,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,9.09,12.12,12.12,0,9.09,3.03,0
Castle,Jean Hillpepper,Just glad to see you back. I was worried you’d stopped writing.,1,12,2.87,99,89.39,20.23,6,25,83.33,83.33,50,25,25,8.33,0,16.67,0,0,0,0,0,0,8.33,16.67,8.33,0,0,33.33,16.67,0,16.67,8.33,8.33,16.67,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,8.33,0,0
Castle,Guard,Castle! Nick Castle! You made bail.,1,6,49.68,99,,,2,0,33.33,33.33,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.67,0,0,33.33,0,0,0
Castle,Reception,"Go on up, sir. He's expecting you.",1,7,56.86,99,97.09,,3.5,14.29,71.43,71.43,57.14,28.57,28.57,0,0,14.29,14.29,0,0,0,0,0,28.57,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,28.57,14.29,0,0,14.29,0,0
Castle,Jonathan Tisdale,"It’s against the natural order for a man to outlive his own child.
People loved her. All she wanted was to make the world a better place and this is how she’s repaid.
I told all this to the other detective.
Profited? Mr. Castle, I’m rich. My daughter was not. She abhored money.
What little she had went to charity.
What’s this all about? I thought the killer was in custody?
I don't keep track day to day.
I've been lucky, yes.
Half my estate goes to my charitable foundation. The rest goes to my children...
I mean my son. Why?",1,101,31.89,34.42,40.77,80.65,5.94,12.87,78.22,72.28,55.45,22.77,16.83,10.89,0,0,5.94,0,5.94,20.79,6.93,0,10.89,11.88,2.97,0.99,1.98,20.79,6.93,6.93,7.92,5.94,1.98,1.98,0.99,0.99,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0.99,27.72,15.84,1.98,3.96,0,5.94,0,0
Castle,Doorman,"Home early, Mr. Tisdale.
No. You expecting someone?",1,8,5.64,99,89.39,,2.67,37.5,50,50,37.5,25,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,12.5,12.5,0,0,0,0
The Mentalist,Mercedes O'Keefe,"Honey, go get started on your homework.
Joe.
The night before last, she didn't come home from work. She waitresses at Shand Creek Winery Restaurant. It's in all the guidebooks.
She was on 'til eleven. Her car's still in the parking lot there.
She was going to college in the fall. She won a softball scholarship at the UCLA? They say it's one of the best schools in the country.
Who would do this? Why? Why?
No. There was no-one like that.
A good girl. She took the purity pledge in ninth grade and she still wears that ring today.
Thank you hell. I wish Frankie had done it. I wish he had hacked the bastard to death.",1,118,53.96,84.73,7.47,73.26,5.9,11.02,76.27,70.34,59.32,18.64,12.71,1.69,0,1.69,7.63,0.85,5.93,17.8,9.32,1.69,13.56,9.32,5.08,2.54,2.54,20.34,0.85,3.39,5.08,3.39,0,0.85,0.85,0,0,0,0,1.69,3.39,0,0,0,0,0,0,2.54,0.85,23.73,13.56,1.69,3.39,0,4.24,0.85,0
The Mentalist,Frankie O'Keefe,"Who are you?
Yes. Did someone kill my sister?
Okay.
After Christmas.
Boys with long hair from the TV.
Said they were for little girls. Do you know who killed her?
Are you going to find out who killed her?
How?
When you find him, will you tell me?
No reason.
Show you what?
I don't have a gun.
Isn't he?
When you find who did it for sure, will you kill him?
Pssshh.
How?
Yes sir.",1,77,1.14,99,32.28,1,4.05,2.6,88.31,80.52,63.64,31.17,27.27,3.9,0,10.39,6.49,1.3,3.9,7.79,2.6,0,9.09,14.29,5.19,3.9,3.9,24.68,5.19,2.6,6.49,0,6.49,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,5.19,29.87,11.69,2.6,12.99,0,2.6,0,0
